cell_id,CD86,CD274,CD270,CD155,CD112,CD47,CD48,CD40,CD154,CD52,CD3,CD8,CD56,CD19,CD33,CD11c,HLA-A-B-C,CD45RA,CD123,CD7,CD105,CD49f,CD194,CD4,CD44,CD14,CD16,CD25,CD45RO,CD279,TIGIT,Mouse-IgG1,Mouse-IgG2a,Mouse-IgG2b,Rat-IgG2b,CD20,CD335,CD31,Podoplanin,CD146,IgM,CD5,CD195,CD32,CD196,CD185,CD103,CD69,CD62L,CD161,CD152,CD223,KLRG1,CD27,CD107a,CD95,CD134,HLA-DR,CD1c,CD11b,CD64,CD141,CD1d,CD314,CD35,CD57,CD272,CD278,CD58,CD39,CX3CR1,CD24,CD21,CD11a,CD79b,CD244,CD169,integrinB7,CD268,CD42b,CD54,CD62P,CD119,TCR,Rat-IgG1,Rat-IgG2a,CD192,CD122,FceRIa,CD41,CD137,CD163,CD83,CD124,CD13,CD2,CD226,CD29,CD303,CD49b,CD81,IgD,CD18,CD28,CD38,CD127,CD45,CD22,CD71,CD26,CD115,CD63,CD304,CD36,CD172a,CD72,CD158,CD93,CD49a,CD49d,CD73,CD9,TCRVa7.2,TCRVd2,LOX-1,CD158b,CD158e1,CD142,CD319,CD352,CD94,CD162,CD85j,CD23,CD328,HLA-E,CD82,CD101,CD88,CD224
b646f9b319d5,0.7749718,0.125361,-0.6935526,1.9390764,4.0402994,11.504402,3.679311,1.1203974,0.120612696,-0.5178848,-0.9810374,-0.41263074,0.046907023,0.0879845,10.539253,-0.26601493,7.4723883,3.9854715,6.130154,-0.32400835,-0.9030911,2.5668983,-0.5313134,-0.09366322,19.333414,-0.859755,-0.57689315,-0.20488726,0.4675175,0.09525714,0.6217546,0.20615429,-0.55701464,0.12072705,0.52415705,-0.34442258,0.81919396,15.227007,1.8290107,1.1899207,-1.1097164,1.5504892,-0.17150106,-0.7020333,0.4098459,-0.1375069,0.17903268,-0.24150947,12.397001,-0.4412396,0.4010671,0.50983036,-0.74395037,-0.43418425,-0.22808148,0.96472186,-0.19420125,3.6821187,0.58245933,0.39685163,-0.56711566,0.3611196,0.119678095,-0.35458976,0.6356082,0.24168396,-0.88535935,1.326834,1.6687663,0.9688892,0.01982541,-0.34737912,0.4713481,15.612471,0.47038472,12.058303,-0.089540236,6.8617954,1.7430096,0.12708473,0.29217073,-0.6073452,-0.060645767,1.4154845,-0.07830852,-0.06954369,0.5910952,-0.2620045,-0.8174797,0.09741416,0.41497377,0.24186794,0.124476895,0.46048018,1.7947028,-0.227479,-0.4600616,5.1805696,-0.8362454,6.9282165,3.4630444,-0.43399817,2.1600447,1.3463304,1.6584997,-0.7714751,7.8054156,-0.40211603,10.183403,-0.60771793,0.95262337,2.188917,0.57569575,-0.37670943,0.90054935,0.74986815,-0.9287279,-0.08527599,-0.55979174,10.216766,0.4647315,3.4012945,0.23233235,-0.4624991,-0.87795746,0.9049107,0.2608475,1.4916707,-0.1009641,-0.03193268,0.062814154,6.3957767,-0.46972907,0.17758717,-0.27357608,-0.48854214,4.3630013,1.2216175,1.063751,1.1727698
8dbe30c95702,0.84267354,1.8910227,-0.041005142,6.645154,4.823479,5.314354,9.014649,-0.43500036,1.2993256,0.11850187,-0.9104869,-0.3431133,-1.2148666,1.6235881,10.67894,-0.19453289,9.203231,0.9795443,2.252492,-0.27369142,-0.16309467,1.8602425,0.8925715,-0.71305203,16.32787,-0.021406151,0.518614,-0.12605593,0.9772631,-0.12002656,-0.2348476,-0.30643815,0.05092469,1.1897484,-0.49149564,0.43312865,0.5402691,13.939469,0.5353123,0.34660676,1.7464824,1.0899298,2.0365965,0.44865832,-1.0262789,0.7259953,2.5085893,1.987693,5.4133487,-0.35923925,1.1266898,0.24135043,0.15670523,-0.3756226,0.30430532,2.1131268,-0.4969226,5.692351,1.7168524,1.4030904,0.704522,0.597913,-0.51460564,1.1170017,0.7068275,-0.28166166,0.6904541,0.83931935,4.4962993,0.48125923,1.0342542,0.635326,1.5187542,3.4289002,0.54744685,11.490587,0.67406523,1.0316384,-0.50118005,-0.67973244,5.9811296,-0.5315217,1.4215153,1.136148,-0.00046201423,0.67661446,1.4636033,-0.17982827,0.53951335,1.7691765,-0.8347615,0.3292813,0.37341478,0.548934,4.11959,-0.16969417,1.0738543,8.644005,-0.053038016,7.005532,4.4784493,-0.38082737,-0.28123546,1.0003242,5.9894633,0.11086586,2.103544,-0.33160865,12.756091,-0.51274407,1.0545546,0.088475704,1.391186,-0.19700071,0.19740325,-0.431228,-0.15943287,1.3434024,-0.49797392,11.51623,0.5494156,0.0779817,0.30469638,-0.40456063,0.1366879,0.0762668,-0.2250345,1.8821676,-0.014522195,-0.6619607,-0.5614918,4.772394,0.16328365,0.60397846,-0.22749351,1.1341829,4.7859626,0.3622415,3.4058263,3.5104737
14872957f6f5,0.1288319,-0.6665212,0.9390421,4.836123,4.89758,6.770076,1.7760817,0.16680822,1.2455729,0.7509748,-0.32814348,0.23070359,1.5679235,0.017707884,5.734461,0.39550042,4.0761566,0.6320728,0.8063635,0.14163876,0.8472171,2.9081407,0.030401349,-0.026437104,12.064814,0.59531236,1.06255,1.1266618,1.0286038,0.75710684,0.9635614,-0.21359766,0.2765243,-0.20804518,1.2981067,0.40287983,0.45388258,16.496567,0.7040929,0.9389682,0.09320885,0.53909546,-0.052171826,1.5887755,0.63141364,0.034852028,1.8089728,2.6351967,11.99195,1.1076187,0.45082816,0.126374,-0.018205523,0.10776198,1.494454,0.9326769,1.2718179,5.977007,0.08192009,2.0095525,-0.0024324656,0.18491507,1.562397,0.6923546,1.2946917,0.4023074,-0.07271761,0.9135997,2.5795076,0.50021696,-0.20442176,0.24836904,0.024014413,6.2836976,0.10709071,6.3044295,-0.10866457,1.7743046,0.06215501,0.7987673,7.634565,0.09434676,1.2037557,1.8273654,-0.11687261,-0.002342105,0.42429686,0.49847764,1.7448469,0.2889465,-0.094263375,0.69894826,0.06646454,1.004112,3.079365,0.30727816,0.37069073,8.079823,0.31347215,7.1185737,2.811096,3.469326,0.29117823,0.73780775,-0.055414975,0.7559234,7.851637,0.25037912,7.4680953,0.27119666,1.6379249,3.0161946,0.08256769,1.2863654,-0.023286581,0.28018472,2.8371277,0.60356814,2.3255277,9.167076,0.7751578,1.4688885,0.9020095,0.07368004,1.977675,-0.28359747,1.0204382,1.9941856,0.6989938,0.018663764,-0.45953476,2.8014364,1.4155949,-0.22634035,0.15288514,0.30029625,3.8616052,1.0719024,0.48679668,0.86100304
2d64cde52cb5,2.0027757,-0.14023319,-0.043276615,1.0314684,0.23229297,-0.56428367,1.0676957,-0.4368896,0.044641327,0.11651638,-0.912315,-0.34491462,-1.2170687,0.16788003,-0.33812746,5.2092333,0.24045277,0.032767683,1.6013874,-0.2749952,2.005654,0.8789654,-0.4721884,-0.012635805,-0.6686254,-0.023342177,0.51690644,-0.12809862,-0.96370703,0.032401104,1.1029322,1.3652284,1.376683,-0.3447684,-0.49366271,0.095090464,0.14256994,1.3327311,-1.0960178,2.101615,1.3619605,-0.13345969,-0.6367103,-0.56748796,0.48165223,0.22066702,-0.6200899,-0.82602274,0.7159977,-0.36136404,-0.07254623,0.5882897,1.5958332,-0.37714005,1.0835525,0.75628495,0.578325,1.3905041,0.6522994,0.4684202,-0.5076782,-0.3343525,-0.26063713,-0.26871634,-0.42742532,1.3963672,-0.7998223,-0.17762633,1.4973514,-0.13408422,0.8559969,-0.26393616,-0.53599393,0.9744149,1.2057202,-0.63917273,0.6720189,0.5647781,-0.50294846,1.0006115,4.6321034,0.9508352,0.25775114,0.7458417,-0.002479177,-0.71000284,-0.030712128,0.62456644,0.8957343,0.75475144,-0.46440828,-0.41589138,-0.43787265,-0.33389482,1.5833173,-0.1711915,0.6277479,0.15444359,-0.055242196,4.973385,1.2597301,-0.38220513,-0.28303242,-0.50778246,0.3188621,1.518381,2.8550825,-0.33343565,1.8871148,0.5890394,-0.41696045,0.5893945,-0.17718573,-0.20165727,-0.65887725,0.8338219,-0.8326561,-0.7854135,1.8136642,0.393869,0.9853967,1.9644544,-0.61745775,1.1317194,-0.7974007,0.54980767,0.86327446,0.16260365,0.693589,-0.6640973,-0.5635262,-0.8811716,0.65919733,0.5200756,-0.2286876,0.57549864,0.611681,0.36001372,-1.2928327,1.597052
f12e269586de,-0.06963506,-0.058946908,1.7727742,3.4191594,6.6388726,7.076601,-0.012277722,0.5405707,0.17078441,1.518039,-0.53496146,0.026913822,0.17336553,0.60658526,0.40901437,0.18595143,6.3974457,1.3647981,3.2861078,-0.005864829,0.6268776,2.818375,-0.14753371,1.0736821,13.144284,2.8612747,0.86937225,0.29354686,0.46525434,0.34583908,0.7149737,0.1800639,0.01248318,-0.47083408,-0.046342492,0.166156,1.3830113,14.6696825,0.11579326,7.0159054,0.40721187,0.30098647,0.7660638,0.17129827,2.070854,0.103184134,0.7402793,1.9268087,3.0520046,1.5515676,-0.2569859,-1.0320895,-0.24810058,-0.06391099,1.9449856,1.8497496,0.33535308,6.355281,-0.1282616,-0.16032842,-0.18130782,0.4158903,1.1055452,-0.30622178,-0.046494335,1.8395733,1.157862,2.3984275,0.78137505,0.27565128,0.049238294,0.28803036,0.89897287,10.238588,0.17669916,13.05861,0.40976998,0.5442917,-0.13791215,1.3888245,5.6160097,1.3563926,0.24603519,0.77683115,1.1067907,0.47082913,0.16926521,-0.19766864,0.28351074,0.030040324,0.6817056,-0.8914891,-0.79399973,0.74481046,3.551714,0.13788249,-0.46321207,8.284216,0.39974067,12.383091,4.2517233,-0.09781006,2.5985146,0.48918295,0.833619,0.52683264,7.047119,0.043687463,10.422842,-0.0072181225,0.4627446,4.082657,-0.17709094,0.7595513,0.6059827,1.2948112,1.5410461,1.0907303,-0.16893056,10.197336,-0.55109626,6.312107,-0.23040393,-0.096166074,0.990309,1.018919,1.3022957,1.0290153,0.8134618,0.14689869,0.9685439,3.2760236,1.6091402,0.43663335,0.01779452,0.72650695,2.6267607,0.06930363,0.12477392,2.9826055
9b761504056d,-0.28304344,0.047972336,0.14927372,4.9207897,5.1794333,9.349399,-0.28195298,0.3107491,-0.29599693,0.7997533,0.49686188,-0.19221812,3.4635174,1.1051502,1.7545387,-0.039373353,8.067557,1.1366488,5.102028,-0.16447309,0.74589646,3.2430937,2.2688138,0.8114742,10.985581,0.14077073,0.66165143,0.04505594,0.39275366,0.06995107,-0.32554114,0.49594712,1.5745249,-0.14786479,-0.30996448,-0.47813955,0.33843845,10.048896,0.15182889,0.5023785,0.18999858,-0.6518347,0.05232729,-0.2640952,-0.86626923,0.13097706,0.46047366,2.1579654,10.132453,-0.18124864,0.31676564,1.6875539,1.76809,-0.2485082,1.9762553,1.4774648,-0.31512722,6.280081,0.80978525,-0.391927,-0.3736497,-1.0565343,1.3776615,0.58003485,-0.27099073,-0.10180007,-0.6069404,0.015780821,2.925266,-0.63767934,0.36683738,0.018005729,0.6857835,6.675106,0.21022117,10.978442,0.8454778,-0.28473085,-0.35304123,0.35720974,-0.6262608,1.7690282,0.6700672,0.06256631,0.16851224,-0.5222789,-0.10496636,-0.45670336,0.7621037,0.9487457,-1.045159,0.1671538,0.39906043,1.699263,3.2963932,-0.04426597,0.34561068,7.131142,1.2697971,6.370864,5.8122497,-0.26541436,-0.13070941,0.2218406,4.124998,1.0146649,6.1939416,2.8987763,9.5142,0.7976513,-0.55435824,7.6928244,0.017372414,0.19307616,1.1439263,-0.24414954,4.261437,-0.6219152,-0.36379173,7.8495655,0.2599675,1.5728575,-0.45850873,-0.2787989,0.31619644,0.26664123,-0.046871215,-0.0645771,1.2038283,-1.3256694,-0.39107257,2.1485362,0.85984993,-0.037834927,-0.1274663,1.0491565,3.9241972,-0.20170508,1.2102768,6.675041
086f8e248454,0.62360257,0.562735,0.825716,4.7145543,5.4705296,6.7915144,0.79308164,-0.083426565,1.7559611,0.3854929,0.1154356,-0.5680597,1.2339417,-0.92472035,11.240004,4.979782,2.4678385,1.023515,1.991452,2.1585593,1.5163841,2.8662896,0.696164,-0.27964556,12.738284,0.43397182,0.30538145,0.22088137,-0.026581079,0.6761292,0.83073443,1.5507593,0.67693675,-0.07969999,-0.76211256,0.7812836,1.2876021,14.222766,2.1818018,0.11439064,0.7316169,-0.3941834,-0.3293386,3.982421,0.24502873,0.6829475,-0.9050198,1.2554317,2.5964973,-0.21436937,1.1243343,-0.7991134,-0.097056575,-0.5651179,1.13071,1.7550045,0.30948442,2.8978806,-0.74189645,0.23258016,-0.70354253,0.45763764,1.673615,0.8317386,0.47637433,1.6110595,0.40630823,2.1105762,1.9434896,0.23338005,0.81507623,0.3581366,-0.75308764,0.6810933,-0.48284638,10.959342,0.4185325,-0.2257566,0.48682982,2.189935,0.17083547,-0.00093086064,0.9668513,-0.87967455,0.44053212,-0.98433566,-0.5753113,1.675677,1.2176231,1.9363912,1.6971152,0.9299823,0.32170796,1.8266351,1.3233206,-0.35667574,0.3395956,8.326096,0.27646816,4.3833413,2.0998838,-0.55287886,-0.5056319,0.26312846,2.2473216,1.8928293,7.1181307,-0.5597582,13.812934,1.2922771,0.724723,4.157091,-0.025771886,-0.7785065,3.3074996,1.7141068,2.9868257,-0.25170004,0.51126117,5.4285307,0.7135682,1.6885593,0.9106873,0.9457419,1.0274467,-0.72477233,0.5998051,1.5945984,0.0736385,-0.55882037,-0.3338445,5.609593,0.8273086,0.24492837,2.5135608,0.5883103,3.2262912,0.084041834,4.4891148,5.464177
1d2726dd7b00,-0.71534777,-0.49915326,-0.41048253,5.478335,5.1608243,6.693931,8.654064,-1.3858237,-0.6747965,0.31047902,-0.552194,-0.63611674,-0.6371691,-1.0050181,5.381271,2.3300183,7.4662886,0.95265734,3.6128273,2.1092994,-0.68972397,3.3859994,0.6367413,-0.36108094,11.327826,-1.09995,-0.78874135,-1.1177561,-1.5318134,-0.9991115,-0.09380722,0.4679393,0.14768615,0.8119178,1.2588639,-0.60402566,-0.65801466,12.60172,-0.1278812,0.04413411,-0.25001335,-1.170488,-0.93242514,-0.1335105,-0.28776464,-0.7044513,-0.99192065,-0.49369445,10.067042,-1.1507784,-0.8661472,-0.8779677,-0.9960648,-0.6224493,-0.09669672,0.8482008,-1.2700493,5.1181784,1.414659,0.16065124,0.44733986,-0.24244104,-1.1668625,0.21264574,2.391466,0.5329535,-0.3897948,-0.93760747,1.3523865,-0.4549737,-0.41417757,-1.0308485,0.2539227,3.0437508,-1.8867688,8.460145,-1.093348,-1.4566786,-0.78883123,-0.10624905,2.0290618,-0.8511038,-1.1405033,0.7831973,-1.0875485,0.31639823,-0.39513552,-1.4801013,-0.2781913,-0.8123115,-0.49515113,-1.2220981,0.008399755,-0.09882766,2.779186,-0.41324663,-1.3193985,5.5301805,-1.1097109,7.848605,3.634017,-0.60493267,-0.57352257,0.18009841,2.8675716,-1.0227072,5.523184,0.97992307,11.373662,-0.9130414,0.36693442,2.260892,0.29094124,-0.9544399,-0.9804191,-0.7944908,-1.2457974,-1.0972154,-0.7585247,10.584916,-0.2807762,1.0240241,-0.00030472875,-0.64876074,-0.2118761,-0.29339623,-1.1931187,-0.63205254,-1.2081122,-1.4116691,-0.64446914,4.928754,-1.356728,-1.1648103,-0.42172316,1.0303549,4.857954,-0.7506912,1.5325812,1.217305
2f4ee4660cd0,-0.73586285,-0.9021268,0.7133327,4.5919337,5.675075,7.2040186,7.706047,-1.4079167,0.39427942,-0.78743434,-0.57357234,-0.65718204,-1.1095638,-1.0298722,8.9768715,-0.5174774,2.3471205,3.0809984,0.5380292,-0.5010152,-0.50266886,-1.1872036,-0.7448386,0.8451378,12.190741,1.5732554,0.22090003,-1.1416438,0.037970096,-0.51544046,-0.1195032,0.4402431,0.56146497,0.3139168,1.2335218,0.38255996,1.7667031,13.319685,0.38875693,1.7792556,0.6432749,0.1378012,-1.5387206,-0.17536536,-1.359318,-0.7301109,-0.13323045,-0.5174649,9.201735,-0.72970366,-0.8928514,-0.9023751,-0.19759548,-0.6401948,1.0087378,0.6897684,-0.8753062,1.7790906,-0.83381414,-0.88334334,-0.7817692,0.34561822,-0.920075,0.54926443,-0.7473372,-1.3200465,-0.41640386,0.7377683,1.0552876,-0.4781866,0.28622177,-0.29024053,0.23342866,10.055523,-0.58164114,4.1823072,-1.1172776,-0.8865134,-0.8095118,-1.0076405,8.540532,-0.87408,0.85438704,-0.987031,0.34073177,-1.0939021,-1.6042826,-0.5510873,1.6647149,-0.83907396,-0.5223355,-0.2371718,-0.0979424,-0.731223,3.7536538,-0.4307567,-0.77585626,6.651951,0.16741472,3.9256697,3.4726558,1.1622252,-0.5945363,0.15439862,3.4813051,-0.24219522,3.7422886,-0.6501496,10.607381,0.16242391,-0.54032296,2.5737286,-0.13932714,-1.0088956,-1.0036793,-0.8206074,0.0072549284,-1.1197709,-0.77725685,6.967885,0.60500205,2.118698,-0.9425116,0.8714639,0.9214246,0.15584052,0.9783144,0.5185509,-0.80238307,0.29517865,-0.9161973,7.5066,0.24885881,-0.21539134,-0.43568718,0.4790309,1.4485232,-1.2004042,2.0507798,3.5444956
6e3e3bea962c,1.9611192,-0.5699634,0.15924968,4.6518483,4.925696,6.482127,17.200542,0.64618456,-0.1797939,-1.1035444,0.29848704,-0.3876884,0.077398255,0.8745228,8.382453,-0.24036773,7.802789,5.44938,3.3701873,-0.305955,-0.21128973,1.0816385,-0.50953555,-0.063817866,13.399132,-0.069313966,0.47636005,0.4254185,-1.2546364,0.2687236,1.5825349,0.23894784,-0.0068292767,0.6614314,0.55416334,0.3813498,0.48309118,15.276228,0.98916614,-0.7017644,-0.0037602256,-0.1834368,-0.1461722,-0.65247536,0.8627688,-1.0603275,-0.674707,0.39001277,9.699921,-0.0016098153,0.60231876,0.5387298,-0.715813,3.8697987,2.0209737,1.257694,-0.5506258,4.506048,-0.55586785,-0.5985179,0.66539645,-0.016458051,-0.075107604,-0.09185214,0.6611611,0.2714143,-0.07598712,1.3584261,2.4288025,0.43213975,-0.2791358,0.12505542,-0.57760775,8.147053,0.49803403,9.942601,0.62342906,4.854244,0.6639062,0.15312614,-0.77885395,0.9041814,0.8282412,0.6943165,0.64251405,-0.7625886,0.62230915,0.18626647,0.4737592,0.7004092,1.2472949,-0.46967643,0.68986124,1.4505472,2.606633,-0.20674624,0.5725131,6.2889,1.0306125,6.1534677,4.4276857,-0.41492093,2.184926,0.9459422,1.2498479,0.06075662,4.1495094,-0.3768185,11.79322,1.538698,-0.47967824,2.9202762,1.3343906,-0.31223127,-0.7061076,6.568956,0.3895975,-0.058569208,0.6716547,13.140057,0.021851549,1.3311793,1.0984442,-0.44171125,0.08366021,0.93637884,0.8127711,0.107922085,0.6404017,-0.34487566,0.09098373,6.4342823,-1.030278,0.62857586,-0.257042,0.21813345,1.5196818,-0.053720836,1.3405161,2.712327
7b73a396081b,0.9310313,-0.8130296,-0.19961882,4.838007,4.1028004,4.058416,-0.3559984,-0.33984697,-0.5701761,-0.3412594,2.8318427,-0.25238574,0.24280165,-0.5522696,1.6336395,-0.101241365,3.916261,-0.62110305,4.5587044,-0.20802256,0.50673956,4.738596,-0.39139864,0.7394791,12.316807,-0.6875292,-0.42499274,1.1326545,-0.21777128,0.29700628,-0.39893508,0.41684029,0.16847622,-0.22545151,-0.38234782,0.20257278,0.6566481,8.953506,0.37320632,-0.5620891,0.6050391,0.6107672,-0.5427475,1.5533255,-0.9300711,-0.8955157,1.1921246,2.0900712,3.9887874,0.5377836,-0.37969851,1.3286829,4.014506,-0.29919353,1.5627387,1.1448882,1.2941344,6.00842,-0.4163214,-0.45551765,-0.4264615,0.40545273,0.09957099,-1.2480509,-0.3326313,0.43269023,0.094923355,0.3017133,3.0504804,-0.7039809,-1.1452658,0.03476046,-0.4459743,-0.302977,-0.13291255,3.6722374,1.4069322,-0.36260325,0.7967374,0.29439086,5.397975,1.0517576,1.1864533,0.44038808,1.4314257,0.12746032,0.33433655,-0.5278272,-0.12849289,1.3978562,-0.34500176,0.91282594,-0.32260293,1.8336835,3.0005367,-0.09427895,-0.25313357,7.046109,0.3704458,9.4697075,4.0710206,-0.3114339,-0.19072986,-0.9900504,1.43716,-0.59133524,4.35396,-0.23958918,10.929223,-0.38879335,1.1875854,4.295447,-0.5329603,0.037537843,1.07749,-0.31874487,0.5815574,0.79167295,-0.41729528,8.743654,-0.8913305,6.3000956,-0.52114004,2.6127195,-0.20191498,0.6665453,0.45005023,0.67196167,0.09829351,0.77532184,0.6531062,-0.7383269,0.2825052,0.18948868,-0.16735095,1.500875,7.413122,-0.27611664,1.3484185,4.2815313
4f2843b68f54,-0.19947878,0.153732,-0.6209153,3.6354575,5.3290462,10.358804,4.0561595,0.9411818,0.6665634,1.3710841,-0.67026865,1.4713565,0.42124975,0.44927922,8.947641,2.8746924,4.113984,3.990201,4.2275248,2.4927008,0.6645675,3.5360076,-0.26394477,0.9141474,10.06403,0.23299187,-0.28662068,0.7443796,-0.25639397,-0.15370625,0.31090605,1.1643809,-0.16026133,0.51559865,-0.20673758,0.70808244,1.5563214,14.406576,-0.4062928,0.5909574,-0.24095532,0.7813233,1.0854614,-0.093607426,-0.22679365,0.511186,-0.3155505,2.25479,9.010313,0.3301736,0.78925467,0.51560414,0.42372742,1.3796692,2.0936885,1.9399242,-1.0920644,5.5583444,-0.26576948,-0.30123958,0.91228503,-0.13499051,-0.48300293,0.03373766,-0.18308431,0.60668534,-0.49855283,0.12446348,2.3558326,2.3150704,0.15137194,0.63136494,2.6503403,12.739555,0.80983686,10.043257,0.2583153,1.3379903,0.94004434,-0.43260133,2.442574,0.5025931,0.5587193,1.421277,0.26459864,-0.41678986,-0.2812445,-0.35527274,-0.36576715,0.48645154,0.18842083,0.6269163,-0.24529496,1.8084421,3.6125124,0.027058199,1.3795118,7.6033874,-1.2872733,10.163528,5.7199726,-0.19978528,2.4655144,-0.81196177,1.1632042,0.37695384,9.515956,4.3368144,8.596713,2.8503306,-0.06725219,4.7507334,0.12670188,0.41489175,-0.39552587,3.3507316,2.3588467,0.24260454,0.9217771,9.020454,0.83775747,4.2275467,0.55108964,-0.20728508,1.2165923,1.2912463,0.05444053,0.045116216,0.64767665,-0.011244088,-0.5581084,6.868512,0.47432327,0.27223665,-0.070586294,1.1543692,3.630724,0.6549785,2.473576,2.5244765
ce59e8ae43b2,-0.5327258,1.2647496,2.758244,2.7649193,5.980854,3.77708,0.9400989,-0.5456297,2.0956314,2.2429688,2.632716,-0.44859695,-0.40793186,0.045549482,10.466984,-0.3029976,4.116677,1.1478937,0.7800827,-0.35004073,1.7714295,1.9226701,0.80047053,0.5046977,2.462894,2.3502123,0.41862327,1.422901,0.85957265,1.1582205,0.3625636,-1.1067245,0.83171916,0.0743483,0.48088866,0.6248541,1.7457978,9.542957,0.90962994,-0.7646414,-0.5801439,-0.951389,2.612052,10.898065,1.1952182,0.35334212,0.9415861,2.3162034,2.0537121,0.65992,1.5390596,1.3905004,-0.78452384,-0.46448225,0.9416537,2.1966782,2.3026354,0.83377725,-0.61868674,0.35883927,2.7338336,1.1777139,-0.15374178,1.4506062,0.59876156,1.2727816,0.55721015,2.261889,2.3425767,0.36502174,0.9050125,1.3018985,1.4161311,0.83812577,0.18568963,0.07193853,1.1840419,0.89511555,0.60411036,0.8923605,2.1754484,2.0927243,0.7513802,0.6209464,-0.87756157,1.1547127,1.1488359,0.5020041,1.0784972,11.405712,1.6346824,0.6661041,1.5185698,2.3416486,0.82685953,6.4673986,1.7372642,6.946737,1.6542258,2.0435197,3.1140869,-0.46150714,2.1241665,0.40887374,1.1655264,-0.0077138282,3.400611,1.1701131,13.506161,1.4554855,0.8998873,3.1644387,0.12644145,20.56751,0.8608359,1.8622155,4.241022,-0.8964304,-0.59177434,7.878963,0.42091858,1.8362622,1.0350417,-0.49247468,0.4246298,1.2696627,-0.34958002,1.1257747,1.1859722,-0.7870786,0.9776125,6.340253,2.8853495,1.0590968,-0.2974178,1.9529266,7.444358,-0.51877844,3.768435,0.76820153
f177e24dd27f,1.2259117,1.0210359,-0.10966653,1.0155966,5.1190066,6.511554,2.9578805,-0.022287339,0.37891644,-0.007518947,0.7430885,0.050403327,0.20208079,0.63429964,3.8724,0.21010478,6.0498433,0.7801215,6.6674843,0.011136949,-0.9144719,1.9675921,-0.1270243,1.101789,13.177026,0.40153188,-0.1379711,0.9222051,-0.2951382,0.82028294,0.74362683,0.21094733,0.5607862,0.1649979,-0.01808393,-0.6199913,-0.24162507,10.527686,0.14646658,-0.24951449,-0.6507365,-0.36835462,-0.23526615,0.21796966,-0.60899293,-0.5266893,1.5787506,0.88436216,9.442024,-0.34098357,0.22226486,1.6795096,1.3512703,-0.04412338,-0.069690466,0.5592697,1.054596,3.3477726,-0.10403532,0.88622826,-0.16069004,-0.14917094,1.3296255,0.8877125,-0.022429794,0.18739599,1.8407937,0.32308793,1.4747325,0.3015355,-0.6533388,0.31697527,-0.15139636,7.8839135,0.20273799,11.301782,0.43645343,0.5746931,-0.11485171,-0.26887566,2.5649917,-0.10230875,1.5685456,0.35482708,-0.31877497,0.49970698,-0.08499837,-0.16990179,2.1299376,0.685679,0.39078793,0.4722333,0.054602742,0.16910663,1.736033,0.15740763,0.13786492,6.2862935,0.42848334,9.987922,3.1764398,-0.07984397,2.6219466,1.480417,0.86613774,0.55323845,7.0826135,1.6762189,9.573431,0.024872899,0.16268149,1.9974312,1.1656704,0.82027364,0.6319195,5.4478784,1.5743718,-0.36213055,-0.14804271,5.2959676,0.55552155,2.453223,-0.20595253,1.4611923,-0.32712084,1.0485542,0.23959413,0.24558768,0.47479835,0.17476043,0.5857594,4.0470076,0.6803886,0.92359865,0.033365548,0.42934695,3.3974082,0.8489183,2.3398776,0.18229115
3e9868bca666,-0.14312619,-0.56179047,1.48082,5.4293337,4.3821325,10.4417715,1.4324197,-0.12606606,-0.9760301,-0.72973704,0.6426665,1.5292205,1.8690284,0.5175506,5.17334,0.10835667,5.5178757,4.050446,5.26875,-0.060484514,0.54528725,2.287572,-0.213422,1.5734136,13.87185,-0.4684518,0.79783976,0.80999607,0.20024596,0.25083196,-0.15028921,0.08084822,-0.08528966,0.5902148,-0.13712561,0.07849854,0.52272815,10.332415,0.33943728,-0.35166407,-0.74882174,0.8489318,1.144222,1.0339297,-0.1654346,1.084804,1.4524009,0.1693267,6.087389,-0.45770347,1.1946528,-0.19718134,0.4890037,-0.12748045,-0.2051149,1.0894951,-0.1420368,4.4100056,-0.20609063,-0.2400837,-0.24754432,-0.16608137,-0.40829936,0.5561185,-0.123803824,0.06944916,1.0625403,1.7879848,1.634345,0.19249596,0.38690206,0.99830276,0.8255572,5.916624,-0.51989377,15.572,-0.42588687,5.2931786,2.1004415,-0.3721876,6.2110806,0.56570596,0.15080884,-0.79006445,-0.42958224,1.0387504,-0.5135213,0.97489953,0.9740355,-0.065831065,1.167082,0.5281426,0.9688998,0.9237376,1.9286275,0.07515629,1.0104525,4.9511986,-0.028230697,2.4884417,4.5658326,-0.15552771,2.5232368,1.3596953,2.9665296,0.44200173,5.8607483,-0.032849222,12.680647,-0.110313475,1.228467,2.2759461,0.20042922,0.56447506,0.5226583,-0.06602916,1.4339848,0.3045618,-0.2360346,12.074794,0.43498164,5.506346,0.611323,2.7826054,1.6454701,-0.069339246,1.2131969,0.9325453,0.35175633,0.39991835,0.25288543,9.33415,1.5099783,0.53507966,-0.032228738,-0.042114556,5.176436,1.0624692,2.5763688,1.2898917
